ID_Venta,Fecha,Producto,Categoria_producto,Precio,Cantidad_vendida,Region,Descuento,Metodo_Pago
1011,2024-09-13,Producto E,Categoria 2,843.53,43,Norte,0.29,Efectivo
1012,2024-05-18,Producto A,Categoria 3,910.06,17,Norte,0.22,Transferencia
1013,2024-03-16,Producto C,Categoria 3,607.45,39,Este,0.12,Transferencia
1014,2024-06-04,Producto E,Categoria 1,217.99,96,Oeste,0.23,Efectivo
1015,2024-07-16,Producto C,Categoria 1,241.97,23,Este,0.09,Efectivo
1016,2024-05-30,Producto A,Categoria 3,880.81,13,Este,0.17,Transferencia
1017,2024-08-10,Producto D,Categoria 3,870.16,90,Sur,0.02,Efectivo
1018,2024-04-13,Producto B,Categoria 1,192.09,59,Oeste,0.22,Transferencia
1019,2024-06-05,Producto E,Categoria 3,40.03,97,Norte,0.27,Tarjeta
1020,2024-02-15,Producto B,Categoria 1,361.49,58,Norte,0.0,Efectivo
1021,2023-11-09,Producto D,Categoria 1,931.07,94,Norte,0.4,Efectivo
1022,2024-04-09,Producto A,Categoria 2,887.25,48,Sur,0.04,Efectivo
1023,2023-12-08,Producto E,Categoria 2,950.25,85,Norte,0.22,Tarjeta
1024,2023-12-15,Producto E,Categoria 3,538.91,39,Norte,0.26,Tarjeta
1025,2023-12-28,Producto A,Categoria 3,266.04,91,Norte,0.11,Transferencia
1026,2024-03-29,Producto A,Categoria 2,768.61,75,Oeste,0.01,Efectivo
1027,2024-07-01,Producto B,Categoria 2,777.41,42,Este,0.03,Tarjeta
1028,2024-05-12,Producto D,Categoria 1,318.35,46,Sur,0.0,Efectivo
1029,2024-09-23,Producto B,Categoria 2,207.64,97,Norte,0.01,Efectivo
1030,2023-11-30,Producto C,Categoria 3,904.38,33,Este,0.05,Tarjeta
1031,2024-07-25,Producto B,Categoria 2,723.42,74,Norte,0.26,Tarjeta
1032,2024-02-23,Producto B,Categoria 2,682.55,40,Oeste,0.11,Efectivo
1033,2024-01-28,Producto A,Categoria 1,609.52,89,Norte,0.48,Tarjeta
1034,2023-12-06,Producto C,Categoria 1,921.67,13,Norte,0.32,Transferencia
1035,2024-10-07,Producto B,Categoria 1,46.98,3,Este,0.33,Tarjeta
1036,2023-12-16,Producto B,Categoria 3,294.54,68,Norte,0.41,Transferencia
1037,2024-10-14,Producto E,Categoria 2,716.91,74,Sur,0.41,Tarjeta
1038,2024-07-02,Producto D,Categoria 3,415.15,60,Norte,0.48,Tarjeta
1039,2024-01-27,Producto D,Categoria 3,462.48,87,Norte,0.26,Transferencia
1040,2023-12-10,Producto A,Categoria 3,635.0,60,Norte,0.48,Tarjeta
1041,2024-04-18,Producto E,Categoria 2,714.89,33,Norte,0.16,Efectivo
1042,2024-01-24,Producto E,Categoria 3,962.52,37,Sur,0.22,Transferencia
1043,2024-03-22,Producto E,Categoria 3,609.3,50,Oeste,0.46,Tarjeta
1044,2023-10-24,Producto B,Categoria 2,391.59,69,Sur,0.32,Tarjeta
1045,2024-07-13,Producto C,Categoria 1,552.8,93,Norte,0.32,Tarjeta
1046,2023-12-19,Producto B,Categoria 3,961.45,72,Este,0.2,Tarjeta
1047,2024-07-03,Producto A,Categoria 2,711.39,66,Este,0.24,Tarjeta
1048,2024-05-13,Producto D,Categoria 3,903.68,32,Este,0.31,Tarjeta
1049,2024-09-14,Producto E,Categoria 2,161.02,83,Sur,0.33,Transferencia
1050,2023-10-26,Producto E,Categoria 3,554.5,14,Este,0.21,Efectivo
1051,2024-07-20,Producto C,Categoria 2,269.28,85,Oeste,0.43,Tarjeta
1052,2024-08-29,Producto B,Categoria 3,301.84,83,Oeste,0.27,Efectivo
1053,2024-08-28,Producto C,Categoria 2,180.29,56,Norte,0.16,Transferencia
1054,2024-05-15,Producto D,Categoria 1,732.2,34,Sur,0.16,Tarjeta
1055,2024-09-30,Producto C,Categoria 3,703.51,85,Sur,0.07,Tarjeta
1056,2024-03-24,Producto C,Categoria 1,537.47,95,Sur,0.38,Tarjeta
1057,2024-02-20,Producto D,Categoria 1,281.34,46,Norte,0.22,Efectivo
1058,2024-07-26,Producto B,Categoria 3,355.45,97,Oeste,0.31,Tarjeta
1059,2024-06-22,Producto C,Categoria 2,970.81,25,Norte,0.28,Transferencia
1060,2024-04-21,Producto D,Categoria 3,491.84,54,Este,0.38,Efectivo
1061,2024-09-01,Producto D,Categoria 2,909.5,72,Oeste,0.26,Tarjeta
1062,2024-02-28,Producto B,Categoria 3,502.89,9,Sur,0.37,Tarjeta
1063,2024-05-15,Producto D,Categoria 3,466.7,78,Este,0.19,Tarjeta
1064,2024-06-04,Producto B,Categoria 2,803.17,28,Este,0.22,Transferencia
1065,2024-05-26,Producto B,Categoria 2,634.14,12,Sur,0.29,Tarjeta
1066,2024-06-19,Producto A,Categoria 2,744.4,82,Este,0.43,Efectivo
1067,2023-10-19,Producto D,Categoria 1,924.58,42,Norte,0.39,Efectivo
1068,2024-08-09,Producto C,Categoria 1,242.53,87,Norte,0.12,Transferencia
1069,2024-02-27,Producto D,Categoria 1,379.16,13,Este,0.03,Efectivo
1070,2023-12-21,Producto C,Categoria 1,753.49,83,Este,0.49,Efectivo
1071,2023-10-26,Producto A,Categoria 3,661.84,45,Oeste,0.07,Tarjeta
1072,2023-12-23,Producto C,Categoria 3,88.66,30,Oeste,0.35,Tarjeta
1073,2024-02-22,Producto D,Categoria 3,476.11,57,Sur,0.19,Transferencia
1074,2024-07-11,Producto C,Categoria 2,382.24,22,Oeste,0.4,Transferencia
1075,2023-11-12,Producto A,Categoria 2,143.72,87,Oeste,0.02,Transferencia
1076,2024-05-06,Producto E,Categoria 1,504.69,75,Sur,0.17,Tarjeta
1077,2024-07-13,Producto C,Categoria 2,59.11,34,Norte,0.29,Transferencia
1078,2024-08-21,Producto B,Categoria 3,366.41,19,Norte,0.28,Efectivo
1079,2024-03-21,Producto A,Categoria 1,317.13,64,Sur,0.16,Efectivo
1080,2023-12-21,Producto B,Categoria 1,249.42,53,Sur,0.28,Transferencia
1081,2024-08-09,Producto E,Categoria 2,382.03,8,Este,0.37,Efectivo
1082,2024-06-22,Producto A,Categoria 1,569.08,83,Oeste,0.34,Tarjeta
1083,2023-11-28,Producto A,Categoria 3,299.46,56,Oeste,0.44,Efectivo
1084,2023-11-21,Producto C,Categoria 3,667.95,71,Sur,0.49,Transferencia
1085,2023-12-13,Producto E,Categoria 1,214.49,41,Sur,0.12,Tarjeta
1086,2024-05-21,Producto A,Categoria 2,669.67,14,Oeste,0.15,Tarjeta
1087,2024-04-07,Producto C,Categoria 1,910.37,66,Sur,0.49,Transferencia
1088,2023-12-01,Producto D,Categoria 2,838.11,72,Este,0.19,Tarjeta
1089,2023-12-26,Producto A,Categoria 1,136.41,84,Norte,0.21,Efectivo
1090,2024-06-05,Producto B,Categoria 2,510.6,18,Oeste,0.49,Efectivo
1091,2024-01-11,Producto C,Categoria 3,70.7,52,Norte,0.3,Efectivo
1092,2023-11-01,Producto D,Categoria 1,420.23,54,Oeste,0.1,Transferencia
1093,2024-05-29,Producto C,Categoria 1,26.55,40,Este,0.44,Transferencia
1094,2024-07-17,Producto D,Categoria 2,659.37,57,Oeste,0.24,Tarjeta
1095,2023-11-29,Producto D,Categoria 2,26.61,20,Este,0.4,Tarjeta
1096,2024-04-25,Producto B,Categoria 2,687.79,83,Sur,0.15,Efectivo
1097,2024-09-22,Producto E,Categoria 3,397.52,18,Norte,0.23,Transferencia
1098,2024-07-13,Producto D,Categoria 2,915.33,67,Este,0.47,Efectivo
1099,2024-09-13,Producto E,Categoria 1,821.43,19,Oeste,0.2,Transferencia
1100,2024-05-15,Producto C,Categoria 3,855.52,9,Norte,0.26,Tarjeta
1101,2024-01-31,Producto E,Categoria 1,901.35,97,Sur,0.24,Efectivo
1102,2023-12-31,Producto C,Categoria 1,403.15,6,Sur,0.33,Transferencia
1103,2024-06-27,Producto E,Categoria 1,663.32,65,Este,0.13,Efectivo
1104,2023-11-29,Producto B,Categoria 1,450.25,58,Este,0.3,Tarjeta
1105,2024-04-30,Producto D,Categoria 1,712.71,34,Oeste,0.0,Efectivo
1106,2023-12-29,Producto C,Categoria 1,428.56,77,Oeste,0.26,Transferencia
1107,2024-02-23,Producto C,Categoria 2,561.89,65,Este,0.03,Tarjeta
1108,2024-01-02,Producto A,Categoria 3,586.33,7,Norte,0.42,Efectivo
1109,2024-10-06,Producto A,Categoria 3,707.74,100,Este,0.22,Efectivo
1110,2024-01-28,Producto C,Categoria 2,974.59,70,Oeste,0.47,Transferencia
1111,2023-11-13,Producto C,Categoria 3,699.54,31,Oeste,0.28,Transferencia
1112,2024-09-04,Producto B,Categoria 2,560.64,51,Este,0.35,Transferencia
1113,2024-03-09,Producto D,Categoria 3,237.59,23,Norte,0.02,Efectivo
1114,2024-02-08,Producto B,Categoria 1,328.61,64,Oeste,0.16,Tarjeta
1115,2023-11-11,Producto E,Categoria 2,646.27,92,Este,0.18,Efectivo
1116,2024-09-28,Producto E,Categoria 2,347.08,43,Este,0.44,Transferencia
1117,2024-04-17,Producto A,Categoria 2,433.84,7,Sur,0.38,Efectivo
1118,2024-06-06,Producto E,Categoria 2,85.31,94,Este,0.38,Transferencia
1119,2023-11-05,Producto D,Categoria 3,624.21,41,Sur,0.3,Transferencia
1120,2024-02-21,Producto B,Categoria 1,65.71,79,Oeste,0.37,Transferencia
1121,2024-01-21,Producto E,Categoria 3,319.51,37,Norte,0.42,Transferencia
1122,2024-10-11,Producto B,Categoria 2,648.1,86,Norte,0.4,Tarjeta
1123,2024-02-01,Producto C,Categoria 1,763.67,99,Norte,0.37,Tarjeta
1124,2024-07-21,Producto C,Categoria 3,631.51,38,Norte,0.01,Efectivo
1125,2024-09-03,Producto B,Categoria 1,51.45,36,Este,0.28,Tarjeta
1126,2024-08-03,Producto C,Categoria 2,953.08,41,Este,0.21,Tarjeta
1127,2024-10-04,Producto B,Categoria 3,402.81,27,Norte,0.05,Transferencia
1128,2024-09-15,Producto E,Categoria 2,602.42,58,Oeste,0.46,Transferencia
1129,2024-04-02,Producto E,Categoria 3,322.69,21,Este,0.16,Transferencia
1130,2024-05-05,Producto E,Categoria 3,944.38,27,Oeste,0.33,Efectivo
1131,2024-02-11,Producto D,Categoria 1,312.48,58,Sur,0.27,Transferencia
1132,2024-03-06,Producto B,Categoria 2,806.47,71,Este,0.13,Efectivo
1133,2024-04-21,Producto E,Categoria 1,572.77,28,Sur,0.26,Efectivo
1134,2023-12-11,Producto D,Categoria 2,217.33,67,Norte,0.29,Tarjeta
1135,2023-12-10,Producto D,Categoria 2,599.97,37,Sur,0.09,Tarjeta
1136,2024-09-14,Producto C,Categoria 2,631.31,67,Oeste,0.41,Efectivo
1137,2024-07-07,Producto D,Categoria 2,215.58,68,Oeste,0.29,Transferencia
1138,2024-06-18,Producto B,Categoria 3,732.87,15,Sur,0.4,Tarjeta
1139,2024-08-01,Producto B,Categoria 2,391.09,93,Oeste,0.25,Tarjeta
1140,2023-10-29,Producto C,Categoria 2,105.62,5,Norte,0.41,Tarjeta
1141,2024-01-05,Producto A,Categoria 2,201.58,9,Norte,0.09,Efectivo
1142,2023-12-23,Producto D,Categoria 3,90.15,14,Sur,0.39,Transferencia
1143,2024-09-26,Producto D,Categoria 3,792.25,5,Este,0.13,Transferencia
1144,2023-12-08,Producto E,Categoria 2,219.86,23,Norte,0.21,Transferencia
1145,2024-10-09,Producto A,Categoria 2,105.14,19,Este,0.38,Tarjeta
1146,2023-12-08,Producto E,Categoria 1,359.14,94,Sur,0.07,Efectivo
1147,2024-04-20,Producto D,Categoria 3,651.96,18,Sur,0.36,Transferencia
1148,2024-07-06,Producto B,Categoria 2,613.23,1,Este,0.36,Transferencia
1149,2023-10-18,Producto C,Categoria 1,884.1,5,Sur,0.13,Tarjeta
1150,2024-03-10,Producto D,Categoria 3,398.79,43,Oeste,0.05,Efectivo
1151,2024-03-04,Producto E,Categoria 2,936.03,45,Norte,0.46,Transferencia
1152,2024-01-12,Producto D,Categoria 2,203.62,77,Norte,0.05,Tarjeta
1153,2023-11-24,Producto D,Categoria 3,590.51,8,Oeste,0.21,Transferencia
1154,2024-03-22,Producto E,Categoria 1,923.88,7,Oeste,0.44,Tarjeta
1155,2023-12-28,Producto E,Categoria 1,923.87,90,Oeste,0.31,Transferencia
1156,2024-03-07,Producto A,Categoria 3,970.26,81,Este,0.39,Efectivo
1157,2024-09-04,Producto C,Categoria 3,911.64,80,Norte,0.05,Efectivo
1158,2024-10-05,Producto C,Categoria 3,236.24,32,Este,0.18,Tarjeta
1159,2024-10-11,Producto B,Categoria 1,105.85,51,Este,0.08,Efectivo
1160,2024-01-22,Producto E,Categoria 3,679.82,18,Oeste,0.23,Transferencia
1161,2024-08-19,Producto B,Categoria 3,298.64,59,Oeste,0.41,Efectivo
1162,2023-11-27,Producto D,Categoria 1,97.19,88,Norte,0.01,Efectivo
1163,2024-07-18,Producto A,Categoria 3,801.25,22,Sur,0.32,Efectivo
1164,2024-08-18,Producto B,Categoria 3,84.92,67,Sur,0.03,Transferencia
1165,2023-12-26,Producto B,Categoria 2,259.86,28,Oeste,0.27,Transferencia
1166,2024-02-21,Producto C,Categoria 2,353.97,94,Sur,0.28,Transferencia
1167,2024-09-10,Producto D,Categoria 3,423.21,8,Este,0.01,Tarjeta
1168,2024-08-05,Producto D,Categoria 2,111.36,80,Este,0.27,Efectivo
1169,2023-10-31,Producto D,Categoria 1,442.55,83,Norte,0.39,Efectivo
1170,2024-03-04,Producto A,Categoria 1,712.79,37,Sur,0.44,Efectivo
1171,2024-06-07,Producto A,Categoria 3,720.49,15,Este,0.15,Efectivo
1172,2024-03-21,Producto E,Categoria 3,495.9,30,Este,0.32,Tarjeta
1173,2024-03-06,Producto B,Categoria 3,569.74,22,Norte,0.36,Tarjeta
1174,2024-06-13,Producto C,Categoria 1,468.26,88,Norte,0.23,Transferencia
1175,2024-01-15,Producto C,Categoria 1,965.28,52,Este,0.19,Transferencia
1176,2024-07-25,Producto A,Categoria 1,607.31,68,Norte,0.5,Transferencia
1177,2024-07-15,Producto C,Categoria 3,32.42,59,Sur,0.17,Transferencia
1178,2024-03-15,Producto D,Categoria 1,408.66,71,Norte,0.01,Transferencia
1179,2024-06-02,Producto D,Categoria 2,484.54,62,Oeste,0.41,Tarjeta
1180,2024-10-01,Producto E,Categoria 2,351.8,64,Oeste,0.04,Tarjeta
1181,2024-09-13,Producto A,Categoria 1,691.67,51,Sur,0.14,Transferencia
1182,2024-06-17,Producto A,Categoria 1,443.8,97,Norte,0.07,Efectivo
1183,2024-08-21,Producto B,Categoria 3,89.12,54,Oeste,0.35,Tarjeta
1184,2024-09-25,Producto D,Categoria 2,812.12,12,Oeste,0.2,Tarjeta
1185,2024-03-07,Producto D,Categoria 2,855.44,63,Norte,0.48,Tarjeta
1186,2023-12-03,Producto D,Categoria 1,278.13,81,Este,0.26,Efectivo
1187,2024-04-27,Producto A,Categoria 2,713.3,62,Este,0.48,Efectivo
1188,2024-02-09,Producto E,Categoria 3,256.6,42,Norte,0.01,Transferencia
1189,2024-01-10,Producto D,Categoria 3,879.84,53,Sur,0.47,Efectivo
1190,2024-03-30,Producto D,Categoria 1,790.01,85,Oeste,0.44,Transferencia
1191,2024-07-29,Producto D,Categoria 1,801.31,4,Sur,0.06,Efectivo
1192,2024-01-30,Producto C,Categoria 2,692.94,32,Oeste,0.12,Transferencia
1193,2024-10-13,Producto D,Categoria 1,63.92,57,Oeste,0.06,Efectivo
1194,2024-09-05,Producto D,Categoria 2,432.03,95,Oeste,0.49,Efectivo
1195,2024-10-04,Producto B,Categoria 3,362.35,25,Oeste,0.22,Efectivo
1196,2024-08-12,Producto E,Categoria 2,542.05,50,Oeste,0.36,Efectivo
1197,2024-02-29,Producto E,Categoria 2,230.72,100,Oeste,0.24,Tarjeta
1198,2024-01-31,Producto E,Categoria 1,158.36,41,Oeste,0.23,Tarjeta
1199,2024-04-16,Producto C,Categoria 3,208.67,92,Sur,0.46,Transferencia
1200,2024-06-10,Producto C,Categoria 2,212.32,41,Sur,0.4,Transferencia
1201,2024-08-28,Producto E,Categoria 2,345.2,22,Oeste,0.14,Efectivo
1202,2024-09-25,Producto C,Categoria 1,841.14,76,Este,0.22,Tarjeta
1203,2023-11-15,Producto A,Categoria 2,641.9,79,Sur,0.21,Transferencia
1204,2024-01-13,Producto B,Categoria 2,593.21,100,Oeste,0.03,Efectivo
1205,2024-04-13,Producto B,Categoria 2,69.97,78,Oeste,0.25,Efectivo
1206,2023-12-06,Producto A,Categoria 2,798.04,39,Oeste,0.38,Transferencia
1207,2024-04-30,Producto B,Categoria 1,43.66,42,Norte,0.39,Tarjeta
1208,2024-04-15,Producto B,Categoria 1,798.92,21,Norte,0.23,Transferencia
1209,2024-05-23,Producto C,Categoria 3,447.71,56,Este,0.23,Efectivo
1210,2024-02-28,Producto E,Categoria 1,365.37,31,Sur,0.37,Tarjeta
1211,2024-06-28,Producto C,Categoria 2,727.21,88,Norte,0.11,Efectivo
1212,2024-01-22,Producto C,Categoria 1,817.11,2,Sur,0.29,Transferencia
1213,2024-06-27,Producto A,Categoria 1,895.07,51,Oeste,0.21,Transferencia
1214,2024-06-07,Producto E,Categoria 2,703.81,93,Oeste,0.45,Transferencia
1215,2024-01-01,Producto A,Categoria 2,609.99,1,Oeste,0.13,Tarjeta
1216,2024-04-29,Producto C,Categoria 2,18.01,4,Sur,0.29,Transferencia
1217,2024-08-30,Producto A,Categoria 3,358.0,32,Este,0.06,Tarjeta
1218,2024-04-15,Producto A,Categoria 2,532.18,35,Norte,0.4,Tarjeta
1219,2023-11-13,Producto B,Categoria 2,447.83,8,Oeste,0.44,Efectivo
1220,2024-04-12,Producto A,Categoria 1,377.88,35,Oeste,0.34,Transferencia
1221,2024-09-16,Producto D,Categoria 1,577.79,65,Norte,0.39,Transferencia
1222,2023-12-09,Producto E,Categoria 1,849.97,15,Este,0.32,Efectivo
1223,2024-02-05,Producto D,Categoria 2,958.51,12,Sur,0.19,Efectivo
1224,2024-07-27,Producto C,Categoria 3,951.49,25,Oeste,0.13,Efectivo
1225,2024-07-19,Producto C,Categoria 2,997.6,67,Sur,0.47,Transferencia
1226,2023-12-22,Producto B,Categoria 3,428.37,38,Oeste,0.23,Efectivo
1227,2024-03-01,Producto A,Categoria 1,248.92,4,Oeste,0.45,Tarjeta
1228,2023-12-23,Producto E,Categoria 2,891.8,6,Norte,0.13,Tarjeta
1229,2024-03-06,Producto D,Categoria 2,231.51,91,Norte,0.1,Tarjeta
1230,2023-11-11,Producto E,Categoria 2,499.7,91,Este,0.26,Transferencia
1231,2024-08-24,Producto C,Categoria 2,152.36,15,Oeste,0.4,Efectivo
1232,2024-01-19,Producto A,Categoria 3,217.3,22,Sur,0.5,Tarjeta
1233,2024-04-15,Producto C,Categoria 3,709.39,15,Norte,0.1,Transferencia
1234,2023-10-22,Producto D,Categoria 2,996.44,9,Oeste,0.33,Transferencia
1235,2024-08-30,Producto C,Categoria 1,970.2,72,Este,0.47,Efectivo
1236,2023-11-22,Producto A,Categoria 3,311.44,57,Norte,0.27,Transferencia
1237,2024-09-03,Producto C,Categoria 2,207.82,78,Sur,0.19,Transferencia
1238,2024-05-04,Producto A,Categoria 2,18.12,84,Sur,0.0,Transferencia
1239,2024-01-15,Producto B,Categoria 1,407.39,43,Oeste,0.28,Transferencia
1240,2024-09-01,Producto E,Categoria 2,601.01,54,Sur,0.01,Transferencia
1241,2024-03-06,Producto B,Categoria 3,289.96,44,Norte,0.35,Efectivo
1242,2024-08-01,Producto C,Categoria 1,379.68,75,Sur,0.02,Transferencia
1243,2024-03-08,Producto E,Categoria 2,312.42,36,Sur,0.14,Tarjeta
1244,2024-08-07,Producto D,Categoria 3,457.37,49,Oeste,0.25,Efectivo
1245,2024-05-26,Producto D,Categoria 2,854.95,72,Sur,0.46,Efectivo
1246,2023-11-28,Producto C,Categoria 3,191.17,5,Sur,0.27,Efectivo
1247,2024-04-02,Producto C,Categoria 3,437.97,27,Norte,0.33,Tarjeta
1248,2024-01-02,Producto D,Categoria 1,602.52,93,Norte,0.27,Efectivo
1249,2024-07-31,Producto A,Categoria 2,322.81,22,Este,0.44,Efectivo
1250,2024-09-21,Producto E,Categoria 3,54.75,99,Este,0.18,Efectivo
1251,2023-11-10,Producto C,Categoria 3,856.45,60,Este,0.04,Transferencia
1252,2024-08-16,Producto E,Categoria 3,598.63,36,Norte,0.05,Transferencia
1253,2023-10-23,Producto E,Categoria 3,541.4,78,Este,0.45,Transferencia
1254,2024-09-25,Producto C,Categoria 2,265.99,63,Sur,0.07,Efectivo
1255,2024-06-05,Producto D,Categoria 3,743.67,75,Norte,0.35,Tarjeta
1256,2024-02-23,Producto D,Categoria 1,850.96,94,Oeste,0.29,Transferencia
1257,2023-11-15,Producto B,Categoria 1,676.2,88,Oeste,0.46,Transferencia
1258,2023-10-28,Producto C,Categoria 3,399.75,68,Este,0.06,Efectivo
1259,2023-11-11,Producto D,Categoria 2,53.82,32,Sur,0.39,Transferencia
1260,2024-07-06,Producto B,Categoria 2,993.05,25,Sur,0.42,Efectivo
1261,2024-08-20,Producto D,Categoria 2,473.02,89,Norte,0.48,Transferencia
1262,2024-01-07,Producto C,Categoria 2,11.11,64,Norte,0.39,Efectivo
1263,2024-04-16,Producto A,Categoria 1,791.82,22,Oeste,0.12,Efectivo
1264,2024-03-23,Producto D,Categoria 2,598.08,55,Oeste,0.13,Tarjeta
1265,2023-12-20,Producto C,Categoria 2,689.81,12,Este,0.25,Efectivo
1266,2024-02-18,Producto E,Categoria 3,71.46,26,Norte,0.39,Efectivo
1267,2023-12-08,Producto D,Categoria 2,371.21,96,Sur,0.4,Tarjeta
1268,2024-05-06,Producto B,Categoria 1,414.26,47,Este,0.49,Efectivo
1269,2023-12-27,Producto A,Categoria 3,142.17,1,Sur,0.44,Tarjeta
1270,2024-04-26,Producto D,Categoria 1,629.98,34,Este,0.17,Transferencia
1271,2023-12-04,Producto D,Categoria 1,159.7,73,Este,0.29,Efectivo
1272,2024-01-15,Producto D,Categoria 2,72.09,17,Sur,0.41,Efectivo
1273,2024-04-06,Producto D,Categoria 1,100.12,89,Oeste,0.5,Efectivo
1274,2024-07-14,Producto B,Categoria 2,28.1,31,Este,0.16,Transferencia
1275,2024-06-16,Producto A,Categoria 2,50.25,49,Norte,0.25,Efectivo
1276,2024-04-25,Producto A,Categoria 3,595.27,51,Sur,0.15,Tarjeta
1277,2024-06-19,Producto B,Categoria 3,18.14,52,Este,0.11,Transferencia
1278,2024-08-19,Producto B,Categoria 3,476.08,8,Este,0.36,Tarjeta
1279,2024-05-05,Producto D,Categoria 2,184.83,46,Norte,0.5,Transferencia
1280,2024-02-22,Producto D,Categoria 3,353.35,43,Sur,0.36,Tarjeta
1281,2024-03-27,Producto E,Categoria 3,263.74,94,Norte,0.48,Tarjeta
1282,2024-01-30,Producto A,Categoria 2,822.08,37,Norte,0.34,Transferencia
1283,2024-02-27,Producto E,Categoria 2,942.89,39,Oeste,0.14,Efectivo
1284,2024-08-03,Producto C,Categoria 3,652.5,70,Sur,0.21,Efectivo
1285,2024-06-24,Producto E,Categoria 2,289.7,43,Sur,0.35,Tarjeta
1286,2024-02-26,Producto C,Categoria 2,422.11,36,Sur,0.23,Transferencia
1287,2024-01-28,Producto B,Categoria 1,887.49,26,Oeste,0.31,Transferencia
1288,2024-05-18,Producto B,Categoria 2,974.63,61,Norte,0.04,Tarjeta
1289,2024-03-11,Producto A,Categoria 3,601.37,92,Norte,0.1,Tarjeta
1290,2024-09-12,Producto D,Categoria 1,979.92,88,Sur,0.11,Efectivo
1291,2023-12-02,Producto C,Categoria 2,617.61,23,Norte,0.49,Efectivo
1292,2024-01-22,Producto E,Categoria 3,220.42,21,Sur,0.38,Efectivo
1293,2024-03-01,Producto A,Categoria 1,659.66,59,Este,0.29,Tarjeta
1294,2024-06-14,Producto A,Categoria 1,92.63,10,Sur,0.04,Tarjeta
1295,2024-03-25,Producto A,Categoria 2,721.57,9,Este,0.04,Tarjeta
1296,2024-02-12,Producto D,Categoria 3,630.52,55,Norte,0.29,Transferencia
1297,2023-12-22,Producto B,Categoria 2,975.36,62,Norte,0.09,Transferencia
1298,2024-05-01,Producto D,Categoria 1,579.43,70,Sur,0.38,Efectivo
1299,2024-07-31,Producto D,Categoria 3,446.35,55,Oeste,0.35,Transferencia
1300,2024-10-14,Producto D,Categoria 2,813.93,44,Sur,0.5,Efectivo
1301,2024-06-12,Producto A,Categoria 3,843.47,42,Este,0.33,Tarjeta
1302,2023-11-15,Producto C,Categoria 1,305.97,21,Oeste,0.26,Tarjeta
1303,2024-07-13,Producto A,Categoria 2,93.52,33,Norte,0.45,Transferencia
1304,2024-04-15,Producto D,Categoria 3,35.22,99,Oeste,0.23,Tarjeta
1305,2024-07-14,Producto A,Categoria 1,627.56,81,Este,0.28,Tarjeta
1306,2024-06-08,Producto B,Categoria 3,165.19,94,Este,0.14,Transferencia
1307,2024-08-14,Producto E,Categoria 1,400.12,14,Sur,0.25,Efectivo
1308,2024-02-14,Producto B,Categoria 1,193.89,61,Este,0.29,Efectivo
1309,2023-11-13,Producto C,Categoria 1,393.4,66,Sur,0.4,Efectivo
1310,2023-10-28,Producto A,Categoria 3,804.1,27,Este,0.05,Tarjeta
1311,2024-02-06,Producto C,Categoria 2,170.52,8,Norte,0.28,Efectivo
1312,2024-01-11,Producto B,Categoria 1,733.16,2,Norte,0.29,Transferencia
1313,2024-06-28,Producto B,Categoria 1,47.72,28,Norte,0.35,Transferencia
1314,2024-02-10,Producto B,Categoria 2,415.39,69,Este,0.03,Tarjeta
1315,2024-04-21,Producto C,Categoria 2,210.27,8,Este,0.26,Transferencia
1316,2023-11-18,Producto C,Categoria 1,315.21,17,Oeste,0.09,Tarjeta
1317,2024-01-07,Producto E,Categoria 3,916.8,93,Sur,0.37,Tarjeta
1318,2024-01-28,Producto A,Categoria 3,197.5,28,Sur,0.47,Transferencia
1319,2024-09-05,Producto D,Categoria 3,574.11,10,Este,0.28,Transferencia
1320,2024-02-11,Producto E,Categoria 1,910.74,90,Oeste,0.23,Tarjeta
1321,2024-01-27,Producto B,Categoria 2,994.28,60,Oeste,0.07,Tarjeta
1322,2024-03-31,Producto D,Categoria 3,546.94,9,Oeste,0.5,Efectivo
1323,2024-05-25,Producto D,Categoria 3,192.73,52,Norte,0.13,Transferencia
1324,2023-10-31,Producto D,Categoria 2,791.23,83,Norte,0.24,Tarjeta
1325,2024-09-01,Producto A,Categoria 3,754.25,26,Sur,0.43,Transferencia
1326,2024-05-06,Producto B,Categoria 1,696.05,36,Este,0.23,Transferencia
1327,2024-04-23,Producto D,Categoria 3,144.08,91,Oeste,0.16,Efectivo
1328,2024-08-15,Producto E,Categoria 2,146.0,96,Norte,0.38,Efectivo
1329,2024-09-14,Producto C,Categoria 3,456.33,98,Oeste,0.41,Tarjeta
1330,2024-10-16,Producto C,Categoria 3,561.09,91,Oeste,0.11,Transferencia
1331,2024-08-16,Producto B,Categoria 2,567.32,21,Oeste,0.3,Tarjeta
1332,2023-11-24,Producto D,Categoria 3,421.99,58,Sur,0.32,Transferencia
1333,2023-11-22,Producto B,Categoria 3,339.85,80,Oeste,0.11,Transferencia
1334,2023-10-23,Producto A,Categoria 3,211.89,43,Sur,0.37,Transferencia
1335,2024-09-07,Producto D,Categoria 3,450.35,16,Norte,0.31,Transferencia
1336,2024-03-24,Producto B,Categoria 2,269.79,2,Este,0.28,Tarjeta
1337,2024-04-23,Producto D,Categoria 2,433.72,16,Oeste,0.33,Efectivo
1338,2024-01-14,Producto D,Categoria 2,874.92,51,Sur,0.37,Transferencia
1339,2024-05-09,Producto D,Categoria 1,100.82,27,Sur,0.09,Tarjeta
